개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,건물용도명,기존게임업외업종명,기타내역2,노래방실수,데이터갱신시점,도로명주소,문화사업자구분명,문화체육업종명,방음시설여부,비디오재생기명,비상계단여부,비상구여부,상세영업상태명,상세영업상태코드,소방시설여부,시설면적,영업상태코드,음향시설여부,자동환기여부,전화번호,제공게임물명,제작취급품목내용,조명시설유무,조명시설조도,좌표정보(X),좌표정보(Y),주변환경명,지번주소,지상층수,지역구분명,지하층수,청소년실수,청소년실여부,총게임기수,총층수,통로너비,특수조명여부,편의시설여부,최종수정시점
4490000,CDFF2241022026000010,2026-02-10,,영업/정상,,,,,31254,허니PC,I,,,,,2026-03-26 22:35:41,"충청남도 천안시 동남구 병천면 병천2로 1, 1층",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,27,01,,,,,,,,226562.393766595    ,362426.601029102    ,,충청남도 천안시 동남구 병천면 병천리 156-7 ,,,,,,8,,,,,2026-02-10 17:37:59
4490000,CDFF2241022026000021,2026-03-27,,영업/정상,,,,,31128,7STARS GAMES PC,I,,,,,2026-03-28 22:34:31,"충청남도 천안시 동남구 공설시장3길 5, 1층 (대흥동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,72.78,01,,,,,,,,213218.357760869    ,367658.557641495    ,,충청남도 천안시 동남구 대흥동 20-3 ,,,,,,,,,,,2026-03-27 13:40:15
4490000,CDFF2241022026000022,2026-04-01,,영업/정상,,,,,31140,새로이PC,I,,,,,2026-04-02 22:34:32,충청남도 천안시 동남구 개목4길 29 (봉명동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,40.28,01,,,,,,,,211798.825307426    ,368379.699675855    ,,충청남도 천안시 동남구 봉명동 239 ,,,,,,4,,,,,2026-04-01 11:28:26
4490000,CDFF2241022026000028,2026-04-16,,영업/정상,,,,,31140,대호PC,I,,,,,2026-04-17 22:34:32,"충청남도 천안시 서북구 개목6길 20, 101호 (성정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,26,01,,,,,,,,211913.776373732    ,368271.825457539    ,,충청남도 천안시 서북구 성정동 1092-1 ,,,,,,,,,,,2026-04-16 17:42:14
4490000,CDFF2241022026000023,2026-04-02,,영업/정상,,,,,31245,삼거리PC,I,,,,,2026-04-03 22:34:31,"충청남도 천안시 동남구 성남면 신사대화로 84, 1층",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,114.18,01,,,,,,,,220429.317993226    ,360248.828410426    ,,충청남도 천안시 동남구 성남면 신사리 564-49 ,,,,,,,,,,,2026-04-02 09:42:34
4490000,CDFF2241022026000024,2026-04-02,,영업/정상,,,,,31078,스타PC,I,,,,,2026-04-03 22:34:31,"충청남도 천안시 서북구 성성8로 2-15, 107호 (성성동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,41.28,01,,,,,,,,211541.705314573    ,370948.251718747    ,,충청남도 천안시 서북구 성성동 681 ,,,,,,,,,,,2026-04-02 10:09:17
4490000,CDFF2241022026000029,2026-04-23,,영업/정상,,,,,31145,강철비PC,U,,,,,2026-05-21 03:03:03,"충청남도 천안시 동남구 봉정로 62-1, 1층 (봉명동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,161.2,01,,,,,,,,212459.832842699    ,367374.634123891    ,,충청남도 천안시 동남구 봉명동 48-77 ,,,,,,60,,,,,2026-05-20 09:11:53
4490000,CDFF2241022026000030,2026-04-23,,영업/정상,,,,,31126,행운PC방,I,,,,,2026-04-24 22:34:30,"충청남도 천안시 동남구 성황로 142, 1층 (원성동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,39.18,01,,,,,,,,214605.522215013    ,367844.255216353    ,,충청남도 천안시 동남구 원성동 441-12 ,,,,,,8,,,,,2026-04-23 09:50:21
4490000,CDFF2241022026000015,2026-03-17,,영업/정상,,,,,31044,뉴신세계PC,I,,,,,2026-03-26 22:35:41,"충청남도 천안시 서북구 성거읍 성거길 180, 101호",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,140,01,,,,,,,,218306.939895253    ,375453.086731368    ,,충청남도 천안시 서북구 성거읍 천흥리 371-3 ,,,,,,,,,,,2026-03-17 14:22:07
4490000,CDFF2241022026000025,2026-04-02,,영업/정상,,,,,31180,고래PC,U,,,,,2026-05-08 03:03:03,"충청남도 천안시 서북구 차돌들길 6, 갤럭시 1층 (쌍용동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,57.62,01,,,,,,,,211491.639334156    ,366245.053165449    ,,충청남도 천안시 서북구 쌍용동 210-27 갤럭시 ,,,,,,,,,,,2026-05-07 13:23:26
4490000,CDFF2241022026000031,2026-04-27,,영업/정상,,,,,31074,드루와PC,I,,,,,2026-04-28 22:34:35,"충청남도 천안시 서북구 4산단로 62-18, 102호 (차암동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,75.6,01,,,,,,,,210294.277804467    ,371830.404816817    ,,충청남도 천안시 서북구 차암동 210-25 ,,,,,,,,,,,2026-04-27 11:07:20
4490000,CDFF2241022026000026,2026-04-08,,영업/정상,,,,,31204,판도라PC,I,,,,,2026-04-09 22:34:28,"충청남도 천안시 동남구 통정12로 19, 1층 (신방동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,56.81,01,,,,,,,,211560.01741111     ,364153.791863534    ,,충청남도 천안시 동남구 신방동 1038 ,,,,,,8,,,,,2026-04-08 09:40:49
4490000,CDFF2241022026000027,2026-04-08,,영업/정상,,,,,31109,미인PC,U,,,,,2026-05-15 03:03:03,"충청남도 천안시 서북구 성정공원5로 24-10, 리치프라자 1층 105호 (성정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,53.43,01,,,,,,,,212412.443938265    ,369536.804192064    ,,충청남도 천안시 서북구 성정동 1489 리치프라자 ,,,,,,,,,,,2026-05-14 09:40:22
4490000,CDFF2241022008000087,2008-05-19,,폐업,,,,,,MIC PC,I,근린생활시설,,,,2026-03-26 22:35:01,"충청남도 천안시 동남구 각원사길 54  (안서동,상명웰빙프라자 3층)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,폐업,03,,227.64,03,,,,,,,,215801.995272458    ,369938.197769822    ,기타,충청남도 천안시 동남구 안서동 226-6 상명웰빙프라자 3층 ,5,일반주거지역,1,,,71,6,,,,2011-10-26 13:11:33
4490000,CDFF2241022009000038,2009-05-21,,폐업,,,,,,왕 PC방,I,근린생활시설,,,,2026-03-26 22:35:07,충청남도 천안시 동남구 봉정로 64  (봉명동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,폐업,03,,50,03,,,,전체이용가,,,60,212462.486814987    ,367388.735781154    ,기타,충청남도 천안시 동남구 봉명동 48-2 ,2,일반주거지역,0,,,10,2,,,,2010-07-21 19:24:04
4490000,CDFF2241022009000047,2009-08-03,,폐업,,,,,,봉선이PC방,I,사무실,,,,2026-03-26 22:35:08,충청남도 천안시 동남구 봉정로 29  (봉명동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,폐업,03,,49,03,,,,전체이용가,,,,212364.031564377    ,367079.757392777    ,,충청남도 천안시 동남구 봉명동 42-20 ,3,,,,,,3,,,,2010-04-09 17:48:14
4490000,CDFF2241022016000007,2016-03-02,,폐업,,,,,31177,신세계PC방,I,,,,,2026-03-26 22:35:26,"충청남도 천안시 동남구 신촌1길 8, 110호 (신방동, 세종프라자)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,폐업,03,,46.8,03,,,,,,,,210625.381668798    ,365248.859622043    ,,충청남도 천안시 동남구 신방동 784-16 110호,1,,,,,8,,,,,2019-06-25 09:50:40
4490000,CDFF2241022017000035,2017-07-06,,폐업,,,,,31177,신세계PC,I,,,,,2026-03-26 22:35:28,"충청남도 천안시 동남구 신촌1길 8, 1층 110호 (신방동, 세종프라자)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,폐업,03,,46.8,03,,,,,,,,210606.991670157    ,365243.941226154    ,,충청남도 천안시 동남구 신방동 783-7 110호,,,,,,5,,,,,2019-06-25 09:50:08
4490000,CDFF2241022026000014,2026-03-16,,영업/정상,,,,,31177,골드PC,I,,,,,2026-03-26 22:35:41,"충청남도 천안시 동남구 신촌1길 8, 109호 (신방동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,40.95,01,,,,,,,,210625.381668798    ,365248.859622043    ,,충청남도 천안시 동남구 신방동 784-16 ,,,,,,5,,,,,2026-03-16 09:11:21
4490000,CDFF2241022026000019,2026-03-25,,영업/정상,,,,,31155,번쩍번쩍PC,I,,,,,2026-03-26 22:35:41,"충청남도 천안시 서북구 미라8길 4, 101호 (쌍용동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,55.35,01,,,,,,,,211327.264174301    ,366878.523695767    ,,충청남도 천안시 서북구 쌍용동 1122 ,,,,,,,,,,,2026-03-25 13:45:53
4490000,CDFF2241022026000038,2026-05-13,,영업/정상,,,,,31146,와와PC,I,,,,,2026-05-14 22:34:21,"충청남도 천안시 서북구 양지14길 8, 101호 (성정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,38.23,01,,,,,,,,212437.534420837    ,367588.578255472    ,,충청남도 천안시 서북구 성정동 216-8 ,,,,,,,,,,,2026-05-13 15:58:43
4490000,CDFF2241022026000037,2026-05-13,,영업/정상,,,,,31137,하이PC,U,,,,,2026-05-20 03:03:03,"충청남도 천안시 서북구 서부11길 44, 1층 (성정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,50,01,,,,,,,,212553.965214271    ,368697.047923373    ,,충청남도 천안시 서북구 성정동 687-4 ,,,,,,,,,,,2026-05-19 10:38:03
4490000,CDFF2241022026000036,2026-05-08,,영업/정상,,,,,31204,행운PC,I,,,,,2026-05-09 22:34:31,"충청남도 천안시 동남구 통정3로 53, 103호 (신방동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,61.11,01,,,,,,,,211591.614241361    ,363836.152904855    ,,충청남도 천안시 동남구 신방동 1158 ,,,,,,8,,,,,2026-05-08 17:27:39
4490000,CDFF2241022026000039,2026-05-19,,영업/정상,,,,,31224,맥스PC,I,,,,,2026-05-20 22:34:20,"충청남도 천안시 동남구 목천읍 삼성5길 62, 103호",유통관련업,인터넷컴퓨터게임시설제공업,,,,,영업중,13,,55.1,01,,,,,,,,215961.193311097    ,362158.70462431     ,,충청남도 천안시 동남구 목천읍 응원리 241-32 ,,,,,,4,,,,,2026-05-19 09:02:54
4490000,CDFF2241022016000056,2016-11-08,,취소/말소/만료/정지/중지,2025-03-31,,,,31233,힐링PC,I,근린생활시설,,,,2026-03-26 22:35:27,"충청남도 천안시 동남구 목천읍 충절로 880, 가동 201호",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,165.22,04,,,,,,,,218556.159668408    ,363463.051010185    ,,충청남도 천안시 동남구 목천읍 신계리 129 ,,,,,,73,,,,,2025-04-01 13:14:21
4490000,CDFF2241022016000058,2016-11-22,,취소/말소/만료/정지/중지,2020-04-28,,,,31154,바닐라PC,I,,,,,2026-03-26 22:35:27,충청남도 천안시 동남구 신용로 63 (다가동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,60,04,,,,,,,,212751.896197055    ,366692.955006145    ,,충청남도 천안시 동남구 다가동 363-6 ,,,,,,8,,,,,2020-04-28 17:14:46
4490000,CDFF2241022016000062,2016-12-14,,취소/말소/만료/정지/중지,2020-04-28,,,,31198,피에스타PC방 청수지구점,I,근린생활시설,,,,2026-03-26 22:35:27,"충청남도 천안시 동남구 청수14로 56, 301호 (청당동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,146,04,,,,전체이용가,,,,213551.657850013    ,364739.458828809    ,,충청남도 천안시 동남구 청당동 490 301호,,,,,,62,3,,,,2020-04-28 17:15:46
4490000,CDFF2241022017000002,2017-01-18,,취소/말소/만료/정지/중지,2020-12-03,,,,31172,쌍용pc,I,근린생활시설,,,,2026-03-26 22:35:27,"충청남도 천안시 서북구 쌍용13길 20-6 (쌍용동, 열학당)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,112.75,04,,,,,,,,210595.42572593     ,366522.732315421    ,기타,충청남도 천안시 서북구 쌍용동 1411 ,1,,,,,6,3,,,,2020-12-04 19:42:12
4490000,CDFF2241022017000009,2017-02-16,,취소/말소/만료/정지/중지,2020-06-17,,,,31155,피에스레이싱,I,기타,,,,2026-03-26 22:35:27,"충청남도 천안시 서북구 미라8길 4 (쌍용동, 만화휴게실)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,113.4,04,,,,,,,,211327.264174301    ,366878.523695767    ,기타,충청남도 천안시 서북구 쌍용동 1122 ,3,일반주거지역,1,,,14,3,,,,2020-06-17 14:14:36
4490000,CDFF2241022017000018,2017-04-07,,취소/말소/만료/정지/중지,2017-11-09,,,,31044,스타PC,I,근린생활시설,,,,2026-03-26 22:35:27,충청남도 천안시 서북구 성거읍 성거길 184,유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,49.4,04,,,,,,,,218330.03201512     ,375492.67432779     ,기타,충청남도 천안시 서북구 성거읍 천흥리 373-18 ,1,,,,,5,,,,,2017-11-09 10:13:07
4490000,CDFF2241022017000024,2017-04-26,,취소/말소/만료/정지/중지,2021-04-05,,,,31189,골프PC,I,,,,,2026-03-26 22:35:27,"충청남도 천안시 동남구 풍세로 942, 1층 (청수동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,33,04,,,,,,,,213308.988689698    ,365623.149608168    ,,충청남도 천안시 동남구 청수동 229-4 ,,,,,,7,,,,,2021-04-05 16:06:18
4490000,CDFF2241022017000026,2017-05-04,,취소/말소/만료/정지/중지,2020-12-03,,,,31155,레알PC ROOM,I,,,,,2026-03-26 22:35:27,"충청남도 천안시 서북구 미라8길 27-1, 2층 (쌍용동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,154,04,,,,,,,,211576.532189133    ,366870.068344504    ,,충청남도 천안시 서북구 쌍용동 1090-1 ,2,일반주거지역,,,,63,4,,,,2020-12-04 19:41:50
4490000,CDFF2241022017000030,2017-05-22,,취소/말소/만료/정지/중지,2020-08-03,,,,31104,로얄pc,I,,,,,2026-03-26 22:35:27,"충청남도 천안시 서북구 1공단1길 52, 1층 140호 (두정동, 센트하임프라자)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,30.03,04,,,,,,,,213076.325824513    ,370130.331313121    ,,충청남도 천안시 서북구 두정동 68-1 ,1,,,,,4,,,,,2020-08-03 14:44:12
4490000,CDFF2241022017000052,2017-10-27,,취소/말소/만료/정지/중지,2020-04-24,,,,31136,로얄PC방,I,,,,,2026-03-26 22:35:28,충청남도 천안시 서북구 봉정로 214 (성정동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,40,04,,,,,,,,212746.991821192    ,368862.382939381    ,,충청남도 천안시 서북구 성정동 663-7 ,,,,,,7,,,,,2020-04-27 10:30:40
4490000,CDFF2241022017000054,2017-11-08,,취소/말소/만료/정지/중지,2020-04-24,,,,31163,바닐라 PC,I,근린생활시설,,,,2026-03-26 22:35:28,"충청남도 천안시 서북구 검은들3길 38, 102호 (불당동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,38.06,04,,,,,,,,209645.730829569    ,367775.145706467    ,,충청남도 천안시 서북구 불당동 720 한나프라자빌딩 102호,,상업지역,,,,7,,,,,2020-04-27 10:09:25
4490000,CDFF2241022013000007,2013-03-25,,취소/말소/만료/정지/중지,2016-11-22,,,,31110,금PC,I,근린생활시설,,,,2026-03-26 22:35:24,"충청남도 천안시 서북구 성정공원5로 37, 1층 101호 (성정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,49.28,04,,,,전체이용가,,,,212578.44           ,369637.66           ,유흥업소밀집지역,충청남도 천안시 서북구 성정동 1357 엔젤펠리스 1층 1 101호,10,,,,,8,10,,,,2016-11-22 10:35:43
4490000,CDFF2241022013000011,2013-04-30,,취소/말소/만료/정지/중지,2020-04-28,,,,31204,켠김에왕까지PC방,I,근린생활시설,,,,2026-03-26 22:35:24,충청남도 천안시 동남구 통정5로 65 (신방동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,197.01,04,,,,,,,,211848.030163035    ,363735.164897626    ,기타,충청남도 천안시 동남구 신방동 1541 3층 ,5,준주거지역,,,,68,5,,,,2020-04-28 16:58:43
4490000,CDFF2241022013000013,2013-05-31,,취소/말소/만료/정지/중지,2020-04-28,,,,31123,러블리PC방,I,근린생활시설,,,,2026-03-26 22:35:24,충청남도 천안시 동남구 먹거리8길 19 (신부동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,126.21,04,,,,전체이용가,,,,213782.784049325    ,368447.461312687    ,학교정화(상대),충청남도 천안시 동남구 신부동 458-7 2층 ,3,일반주거지역,1,,,45,4,,,,2020-04-28 17:00:05
4490000,CDFF2241022013000014,2013-06-28,,취소/말소/만료/정지/중지,2020-04-28,,,,31123,힐링PC방,I,,,,,2026-03-26 22:35:24,충청남도 천안시 동남구 먹거리11길 30 (신부동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,187.32,04,,,,,,,,213828.610682467    ,368533.951884605    ,학교정화(상대),충청남도 천안시 동남구 신부동 460-3 ,4,일반상업지역,1,,,66,5,,,,2020-04-28 17:01:04
4490000,CDFF2241022013000017,2013-08-12,,취소/말소/만료/정지/중지,2020-06-17,,,,31099,따당PC,I,근린생활시설,,,,2026-03-26 22:35:24,"충청남도 천안시 서북구 늘푸른5길 26, 1층 119호 (두정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,61.72,04,,,,전체이용가,,,,211540.584633576    ,369540.002583523    ,아파트지역,충청남도 천안시 서북구 두정동 660 라이프상가 119호,5,일반주거지역,1,,,10,6,,,,2020-06-17 14:08:45
4490000,CDFF2241022013000021,2013-11-08,,취소/말소/만료/정지/중지,2020-06-17,,,,31106,스타게이트 pc방,I,근린생활시설,,,,2026-03-26 22:35:25,"충청남도 천안시 서북구 두정로 220, 3층 301,302호 (두정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,156.06,04,,,,,,,,212545.012639463    ,370213.469474835    ,유흥업소밀집지역,"충청남도 천안시 서북구 두정동 1322 301,302호 ",8,일반상업지역,3,,,20,11,,,,2020-06-17 14:10:33
4490000,CDFF2241022013000023,2013-12-06,,취소/말소/만료/정지/중지,2020-04-28,,,,31123,울트라PC존,I,근린생활시설,,,,2026-03-26 22:35:25,충청남도 천안시 동남구 먹거리11길 47 (신부동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,194.8,04,,,,,,,,214016.421768936    ,368552.829801694    ,,충청남도 천안시 동남구 신부동 462-10 지하1층 ,3,일반상업지역,1,,,60,4,,,,2020-04-28 17:02:21
4490000,CDFF2241022013000024,2013-12-19,,취소/말소/만료/정지/중지,2016-09-19,,,,31137,맥스피드,I,근린생활시설,,,,2026-03-26 22:35:25,"충청남도 천안시 서북구 봉정로 221, 2층 (성정동, 신세계빌딩)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,240.36,04,,,,,,,,212723.039298855    ,368950.768407883    ,유흥업소밀집지역,충청남도 천안시 서북구 성정동 660-3 신세계빌딩 2층 ,5,일반주거지역,1,,,70,6,,,,2016-09-19 11:11:54
4490000,CDFF2241022014000001,2014-01-15,,취소/말소/만료/정지/중지,2020-04-28,,,,31123,패스트PC클럽,I,근린생활시설,,,,2026-03-26 22:35:25,충청남도 천안시 동남구 먹거리10길 26 (신부동),유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,288.09,04,,,,,,,,213899.968399657    ,368490.891326871    ,학교정화(상대),충청남도 천안시 동남구 신부동 464-1 ,4,일반주거지역,1,,,87,5,,,,2020-04-28 17:03:25
4490000,CDFF2241022014000010,2014-05-09,,취소/말소/만료/정지/중지,2015-03-05,,,,,와와게임랜드,I,판매시설,,,,2026-03-26 22:35:25,"충청남도 천안시 서북구 성정두정로 57, 2층 202호 (두정동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,176.97,04,,,,,,,,212519.178598084    ,369936.590479022    ,유흥업소밀집지역,충청남도 천안시 서북구 두정동 1392 2층 202호,3,일반상업지역,1,,,70,4,,,,2015-10-25 13:13:50
4490000,CDFF2241022014000012,2014-05-19,,취소/말소/만료/정지/중지,2020-04-28,,,,31186,초코릿PC방,I,근린생활시설,,,,2026-03-26 22:35:25,"충청남도 천안시 동남구 충절로 222, 2층 (원성동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,193.5,04,,,,전체이용가,,,,214115.432240316    ,366433.334522868    ,주택가주변,충청남도 천안시 동남구 원성동 ,2,주거지역,,,,66,2,,,,2020-04-28 17:04:57
4490000,CDFF2241022014000025,2014-09-22,,취소/말소/만료/정지/중지,2020-04-28,,,,31233,바카스PC방,I,,,,,2026-03-26 22:35:25,충청남도 천안시 동남구 목천읍 목천안터1길 10,유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,44,04,,,,전체이용가,,,,218548.468254033    ,363594.678878611    ,,충청남도 천안시 동남구 목천읍 신계리 145-3 1층 ,1,,,,,9,,,,,2020-04-28 17:05:51
4490000,CDFF2241022014000027,2014-10-29,,취소/말소/만료/정지/중지,2020-04-28,,,,31197,월척 PC방,I,근린생활시설,,,,2026-03-26 22:35:25,"충청남도 천안시 동남구 청수10길 2, 1층 (청당동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,58.77,04,,,,전체이용가,,,,214189.751358447    ,364584.675521467    ,기타,충청남도 천안시 동남구 청당동 913-101 ,3,주거지역,,,,9,3,,,,2020-04-28 17:06:37
4490000,CDFF2241022014000033,2014-12-09,,취소/말소/만료/정지/중지,2020-04-28,,,,31128,대박PC방,I,근린생활시설,,,,2026-03-26 22:35:25,"충청남도 천안시 동남구 공설시장2길 20-3, 1층 (문화동)",유통관련업,인터넷컴퓨터게임시설제공업,,,,,직권말소,35,,32.9,04,,,,전체이용가,,,,213350.865565241    ,367691.708761984    ,기타,충청남도 천안시 동남구 문화동 52-1 1층 ,3,,1,,,8,4,,,,2020-04-28 17:07:33
