개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,약국영업면적,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,지정일자,최종수정시점
4490000,PHMD120064490042084000005,2006-02-20,,영업/정상,,,,,31121,창가약국,I,2026-05-02 22:31:23,"충청남도 천안시 동남구 대흥로 323 (성황동, 건설노동자무료취업알선센터)",영업중,13,27,01,,213365.590504943    ,368374.43353208     ,충청남도 천안시 동남구 성황동 11번지 10호,2006-02-20,2015-12-22 17:51:23
4490000,PHMD120064490042084000007,2006-02-28,,영업/정상,,,,331-982,31163,코끼리약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 불당17길 27 (불당동),영업중,13,93,01,,209818.938244485    ,367598.819403927    ,충청남도 천안시 서북구 불당동 734번지,2006-02-28,2013-03-15 16:58:17
4490000,PHMD120064490042084000014,2006-06-28,,영업/정상,,,,,31123,이튼약국,I,2026-05-02 22:31:23,"충청남도 천안시 동남구 만남로 28, 천안문빌딩 104호 (신부동)",영업중,13,39,01,0415665225,213780.822797404    ,368581.783366833    ,충청남도 천안시 동남구 신부동 461-1 천안문빌딩,2006-06-28,2025-01-24 14:06:23
4490000,PHMD120064490042084000015,2006-07-27,,영업/정상,,,,331-816,31037,한아름약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 직산읍 봉주로 51,영업중,13,60,01,,213508.490378129    ,375120.637255206    ,충청남도 천안시 서북구 직산읍 삼은리 325번지,2006-07-27,2013-03-15 17:01:44
4490000,PHMD120074490042084000003,2007-04-18,,영업/정상,,,,331-946,31175,허브약국,I,2026-05-02 22:31:23,"충청남도 천안시 서북구 충무로 130, 104호 (쌍용동, 환산빌딩)",영업중,13,49,01,0415766131,210815.908966744    ,365691.527118131    ,충청남도 천안시 서북구 쌍용1동 436번지 5호 환산빌딩 104호,2007-04-18,2013-03-15 18:03:23
4490000,PHMD120074490042084000005,2007-05-21,,영업/정상,,,,331-946,31174,성모약국,I,2026-05-02 22:31:29,충청남도 천안시 서북구 충무로 167 (쌍용동),영업중,13,90,01,,211144.112420814    ,365885.846275548    ,충청남도 천안시 서북구 쌍용1동 494번지 18호,2007-05-21,2021-07-23 13:41:40
4490000,PHMD120074490042084000006,2007-06-14,,영업/정상,,,,,31156,혜민원한약국,I,2026-05-02 22:31:23,"충청남도 천안시 서북구 불당25로 178, 202호 (불당동)",영업중,13,96,01,0415575210,209619.304805258    ,368401.678053318    ,충청남도 천안시 서북구 불당동 1532번지,2007-06-14,2017-07-28 11:39:41
4490000,PHMD120074490042084000008,2007-07-12,,영업/정상,,,,331-946,31175,해맑은 약국,I,2026-05-02 22:31:29,충청남도 천안시 서북구 충무로 174 (쌍용동),영업중,13,36,01,,211240.163485697    ,365866.288976436    ,충청남도 천안시 서북구 쌍용1동 394번지 9호,2007-07-12,2026-01-28 20:20:48
4490000,PHMD120074490042084000010,2007-08-09,,영업/정상,,,,330-986,31130,건강누리약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 충무로 421 (영성동),영업중,13,26,01,,213496.299947666    ,366368.268961019    ,충청남도 천안시 동남구 영성동 164번지 5호,2007-08-09,2014-08-19 11:06:43
4490000,PHMD120074490042084000011,2007-09-06,,영업/정상,,,,,31193,온누리유명약국,I,2026-05-02 22:31:23,"충청남도 천안시 동남구 충절로 281 (구성동, 서울안과)",영업중,13,75,01,,214245.509558671    ,365856.841646377    ,충청남도 천안시 동남구 구성동 293번지 42호,2007-09-06,2015-12-22 17:49:07
4490000,PHMD120074490042084000017,2007-11-12,,영업/정상,,,,,31065,대학약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 망향로 200 (안서동),영업중,13,192,01,0415578835,215522.433855339    ,371015.341929662    ,충청남도 천안시 동남구 안서동 358-18,2007-11-12,2024-03-19 11:34:22
4490000,PHMD120074490042084000018,2007-11-15,,영업/정상,,,,,31054,입장정든약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 입장면 성진로 714,영업중,13,60,01,0415855502,218670.929155017    ,379038.952723886    ,충청남도 천안시 서북구 입장면 신덕리 201번지 2호,2007-11-15,2016-09-12 15:50:01
4490000,PHMD120074490042084000024,2007-12-26,,영업/정상,,,,,31046,하늘약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 성거읍 성거길 81,영업중,13,27,01,0416224803,217836.503947813    ,374601.933330399    ,충청남도 천안시 서북구 성거읍 송남리 13,2007-12-26,2020-07-16 08:56:10
4490000,PHMD120084490042084000005,2008-03-17,,영업/정상,,,,331-827,31055,왕약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 입장면 하장4길 8,영업중,13,55,01,,219676.058054994    ,379237.740664938    ,충청남도 천안시 서북구 입장면 하장리 48번지 1호 외 1필지(48-2),2008-03-17,2022-10-18 13:11:35
4490000,PHMD120084490042084000006,2008-04-15,,영업/정상,,,,331-805,31016,성환온누리약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 성환읍 성환11길 37,영업중,13,61,01,0415857588,211695.076598064    ,379461.512908675    ,충청남도 천안시 서북구 성환읍 성환리 373번지 35호,2008-04-15,2024-12-09 13:32:46
4490000,PHMD120084490042084000008,2008-05-01,,영업/정상,,,,331-946,31174,그린약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 충무로 133 (쌍용동),영업중,13,89,01,0415767576,210837.33934377     ,365765.81341847     ,충청남도 천안시 서북구 쌍용1동 446번지 23호,2008-05-01,2020-03-04 10:24:17
4490000,PHMD120084490042084000009,2008-05-01,,영업/정상,,,,331-946,31175,참조은약국,I,2026-05-02 22:31:29,충청남도 천안시 서북구 충무로 172 (쌍용동),영업중,13,113,01,,211217.705339986    ,365850.868052968    ,충청남도 천안시 서북구 쌍용1동 394번지 8호,2008-05-01,2024-01-26 09:25:01
4490000,PHMD120084490042084000012,2008-06-09,,영업/정상,,,,331-955,31171,푸른약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 월봉로 85 (쌍용동),영업중,13,41,01,0415720331,210450.43           ,366337.75           ,충청남도 천안시 서북구 쌍용2동 1544번지 1호,2008-06-09,2025-08-19 13:25:00
4490000,PHMD120084490042084000017,2008-07-10,,영업/정상,,,,331-969,31141,신세계약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 성정로 97 (성정동),영업중,13,74,01,0415711475,212513.842592255    ,368053.973645179    ,충청남도 천안시 서북구 성정1동 731번지 9호,2008-07-10,2021-06-01 15:20:22
4490000,PHMD120134490260084000015,2013-12-31,,영업/정상,,,,330-160,31124,천사온누리약국,I,2026-05-02 22:31:25,충청남도 천안시 동남구 충절로 7 (신부동),영업중,13,80,01,,214078.971621412    ,368554.82241671     ,충청남도 천안시 동남구 신부동 468번지 11호,2013-12-31,2020-11-05 10:39:48
4490000,PHMD120134490261084000001,2013-02-01,,영업/정상,,,,331-956,31166,미원약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 월봉로 122 (쌍용동),영업중,13,36,01,0415734385,210541.609629541    ,366684.249444656    ,충청남도 천안시 서북구 쌍용3동 2012번지,2013-02-01,2020-03-04 10:42:42
4490000,PHMD120134490261084000004,2013-02-28,,영업/정상,,,,331-946,31174,루가약국,I,2026-05-02 22:31:29,충청남도 천안시 서북구 충무로 161 (쌍용동),영업중,13,101,01,0415660002,211095.254523223    ,365855.077200476    ,충청남도 천안시 서북구 쌍용1동 494번지 2호,2013-02-28,2021-01-19 11:15:37
4490000,PHMD120134490261084000005,2016-06-15,,영업/정상,,,,,31254,솔약국,I,2026-05-02 22:31:25,"충청남도 천안시 동남구 병천면 아우내순대길 38, 1층",영업중,13,32,01,0415772800,226625.265269349    ,362221.586867213    ,충청남도 천안시 동남구 병천면 병천리 205번지 4호,2016-06-15,2019-05-28 09:48:05
4490000,PHMD120134490261084000007,2013-05-30,,영업/정상,,,,331-945,31180,건강약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 충무로 205 (쌍용동),영업중,13,33,01,0415923455,211433.310802075    ,366153.745468447    ,충청남도 천안시 서북구 쌍용동 203번지 19호,2013-05-30,2020-03-04 10:21:36
4490000,PHMD120134490261084000008,2013-06-25,,영업/정상,,,,331-300,31086,윤약국,I,2026-05-02 22:31:25,"충청남도 천안시 서북구 번영로 465, 복지동 2층 (성성동)",영업중,13,24,01,0419254999,210214.074983585    ,371135.756827183    ,충청남도 천안시 서북구 성성동 510번지,2013-06-25,2025-09-05 16:28:57
4490000,PHMD120134490261084000014,2013-07-22,,영업/정상,,,,331-950,31155,진주약국,I,2026-05-02 22:31:29,충청남도 천안시 서북구 쌍용대로 43 (쌍용동),영업중,13,45,01,,211642.300109597    ,366671.600463014    ,충청남도 천안시 서북구 쌍용동 1176번지,2013-07-22,2024-04-26 11:41:17
4490000,PHMD120134490261084000017,2013-09-12,,영업/정상,,,,331-956,31166,큰사랑약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 월봉로 122 (쌍용동),영업중,13,129,01,,210541.609629541    ,366684.249444656    ,충청남도 천안시 서북구 쌍용동 2012번지,2013-09-12,2013-09-13 17:18:30
4490000,PHMD120134490261084000018,2013-10-01,,영업/정상,,,,,,한얼약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구  동서대로  125-3 (성정동),영업중,13,77,01,,212142.261654785    ,369439.515052031    ,충청남도 천안시 서북구 성정동 1262번지,2013-10-01,2013-10-01 13:22:30
4490000,PHMD120144490260084000002,2014-02-19,,영업/정상,,,,330-160,31123,천안태평양약국,I,2026-05-02 22:31:25,충청남도 천안시 동남구 충절로 6 (신부동),영업중,13,115,01,,214021.542091704    ,368573.830331189    ,충청남도 천안시 동남구 신부동 462번지 8호,2014-02-19,2015-06-26 16:13:45
4490000,PHMD120144490260084000006,2014-06-02,,영업/정상,,,,330-160,31123,문타워약국,I,2026-05-02 22:31:25,"충청남도 천안시 동남구 만남로 52, 103호 (신부동)",영업중,13,74,01,,214012.423374065    ,368594.262016402    ,충청남도 천안시 동남구 신부동 462번지 7호 103호,2014-06-02,2015-06-26 16:17:25
4490000,PHMD120144490260084000009,2014-10-10,,영업/정상,,,,,31151,다사랑약국,I,2026-05-02 22:31:25,"충청남도 천안시 동남구 봉명4길 15, 101동 상가동 37호 (봉명동, 봉명역센트럴시티아파트)",영업중,13,,01,0415795900,212150.624955839    ,367060.322448714    ,충청남도 천안시 동남구 봉명동 62-53 봉명역센트럴시티아파트,2014-10-10,2025-05-02 16:33:37
4490000,PHMD120144490261084000002,2014-02-03,,영업/정상,,,,331-945,31180,사랑약국,I,2026-05-02 22:31:30,충청남도 천안시 서북구 충무로 201 (쌍용동),영업중,13,70,01,0415793335,211380.038709919    ,366103.610697922    ,충청남도 천안시 서북구 쌍용동 202번지 7호,2014-02-03,2024-05-10 16:06:11
4490000,PHMD120144490261084000003,2014-02-05,,영업/정상,,,,331-936,31134,우리약국,I,2026-05-02 22:31:30,충청남도 천안시 서북구 쌍용대로 318 (성정동),영업중,13,82,01,0415925029,212213.393970617    ,369359.467801621    ,충청남도 천안시 서북구 성정동 618번지 1호,2014-02-05,2022-12-09 11:23:40
4490000,PHMD120144490261084000010,2014-07-16,,영업/정상,,,,331-958,31090,자인약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 오성로 51 (두정동),영업중,13,35,01,,211791.54920445     ,369916.392974882    ,충청남도 천안시 서북구 두정동 785번지,2014-07-16,2020-03-12 14:57:44
4490000,PHMD120144490261084000011,2014-09-22,,영업/정상,,,,331-947,31181,충무건강약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 새말4길 46 (쌍용동),영업중,13,112,01,0415754587,211717.455208851    ,366242.357866692    ,충청남도 천안시 서북구 쌍용동 541번지 15호,2014-09-22,2020-03-12 15:52:43
4490000,PHMD120144490261084000012,2014-11-12,,영업/정상,,,,331-200,31085,힐링약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 3공단6로 58-5 (차암동),영업중,13,46,01,0415524875,209278.223555319    ,371096.879241281    ,충청남도 천안시 서북구 차암동 436번지,2014-11-12,2017-01-18 11:44:16
4490000,PHMD120144490261084000013,2014-12-15,,폐업,2026-02-24,,,331-959,31107,동대문약국,I,2026-05-02 22:31:25,충청남도 천안시 서북구 원두정3길 37 (두정동),폐업,03,68,03,0415234230,212143.901726633    ,370237.186200327    ,충청남도 천안시 서북구 두정동 943번지,2014-12-15,2026-02-25 11:52:42
4490000,PHMD120154490260084000002,2015-03-26,,영업/정상,,,,330-040,31129,남산중앙약국,I,2026-05-02 22:31:25,충청남도 천안시 동남구 대흥로 118 (사직동),영업중,13,42,01,0415556275,213305.650674943    ,366546.412827828    ,충청남도 천안시 동남구 사직동 188번지 8호,2015-03-26,2026-04-08 11:40:08
4490000,PHMD120154490260084000004,2015-04-15,,영업/정상,,,,330-160,31118,해누리약국,I,2026-05-02 22:31:25,충청남도 천안시 동남구 방죽안3길 19 (신부동),영업중,13,37,01,0415555705,213700.878608076    ,369055.730101194    ,충청남도 천안시 동남구 신부동 567번지,2015-04-15,2020-03-06 13:49:20
4490000,PHMD120154490260084000006,2015-05-04,,영업/정상,,,,330-270,31198,엘림약국,I,2026-05-02 22:31:25,"충청남도 천안시 동남구 청수14로 56, 102호 (청당동)",영업중,13,67,01,,213551.657850013    ,364739.458828809    ,충청남도 천안시 동남구 청당동 490번지,2015-05-04,2015-05-04 10:23:15
4490000,PHMD120154490260084000009,2015-06-29,,영업/정상,,,,330-010,31128,미소팜약국,I,2026-05-02 22:31:25,충청남도 천안시 동남구 대흥로 256 (대흥동),영업중,13,70,01,0415520082,213200.419436303    ,367701.339352764    ,충청남도 천안시 동남구 대흥동 20번지 15호,2015-06-29,2025-05-02 09:41:53
4490000,PHMD120174490261084000019,2017-09-01,,영업/정상,,,,,31077,천안팜스퀘어약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 번영로 608, 1층 (업성동)",영업중,13,330,01,0415726688,211287.263601068    ,372256.115655256    ,충청남도 천안시 서북구 업성동 484-10,2017-09-01,2026-03-26 10:07:44
4490000,PHMD120174490261084000020,2017-09-19,,영업/정상,,,,,31156,신불당하나로약국,I,2026-05-02 22:31:29,"충청남도 천안시 서북구 불당25로 200 (불당동, 천안농협)",영업중,13,95,01,0415691234,209670.883755977    ,368612.260300611    ,충청남도 천안시 서북구 불당동 1488번지,2017-09-19,2023-02-03 19:56:19
4490000,PHMD120174490261084000022,2017-09-21,,영업/정상,,,,,31156,바른약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당22대로 92, 132호 (불당동)",영업중,13,43,01,0415613550,209576.811439572    ,368231.146497261    ,충청남도 천안시 서북구 불당동 1535번지 1호,2017-09-21,2017-12-22 13:45:13
4490000,PHMD120174490261084000024,2017-09-25,,영업/정상,,,,,31099,바다약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 노태산로 62 (두정동),영업중,13,52,01,0415557599,211313.895667783    ,369879.293489421    ,충청남도 천안시 서북구 두정동 595번지,2017-09-25,2020-03-04 10:44:30
4490000,PHMD120184490260084000001,2018-01-08,,영업/정상,,,,,31198,하늘약국,U,2026-05-16 03:03:03,"충청남도 천안시 동남구 청수4로 10, 104호 (청당동)",영업중,13,44,01,0415513260,213582.217190387    ,364609.527914043    ,충청남도 천안시 동남구 청당동 534번지,2018-01-08,2026-05-15 15:22:50
4490000,PHMD120184490260084000002,2018-01-08,,영업/정상,,,,,31206,신방약국,I,2026-05-02 22:31:30,"충청남도 천안시 동남구 풍세로 656, A동 1층 (신방동)",영업중,13,34,01,0415797580,211983.1860528      ,363206.620741553    ,충청남도 천안시 동남구 신방동 276번지 2호,2018-01-08,2024-10-31 11:24:06
4490000,PHMD120184490260084000003,2018-04-02,,영업/정상,,,,,31116,한사랑약국,I,2026-05-02 22:31:30,"충청남도 천안시 동남구 망향로 181, 1층 (안서동)",영업중,13,153,01,0415550470,215458.814008011    ,370886.522578402    ,충청남도 천안시 동남구 안서동 447-15,2018-04-02,2025-10-16 16:58:25
4490000,PHMD120184490260084000006,2018-05-30,,영업/정상,,,,,31116,정문약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 망향로 189, 정문약국 1층 (안서동)",영업중,13,158,01,0415616200,215429.713027905    ,370987.241946825    ,충청남도 천안시 동남구 안서동 447번지 4호 정문약국,2018-05-30,2025-11-27 15:50:41
4490000,PHMD120184490260084000007,2018-06-01,,영업/정상,,,,,31205,스마일약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 통정5로 68, 103호 (신방동)",영업중,13,48,01,0415746936,211907.651498215    ,363720.149536575    ,충청남도 천안시 동남구 신방동 1871번지,2018-06-01,2025-11-26 11:45:57
4490000,PHMD120184490260084000008,2018-07-02,,영업/정상,,,,,31120,대광약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 만남로 43, 신세계백화점충청점,천안종합버스터미널 1층 (신부동)",영업중,13,83,01,0415221134,213694.866742727    ,368675.181044437    ,"충청남도 천안시 동남구 신부동 363번지 2호 신세계백화점충청점,천안종합버스터미널",2018-07-02,2025-03-04 12:52:35
4490000,PHMD120184490260084000011,2018-08-05,,영업/정상,,,,,31176,새봄약국,I,2026-05-02 22:31:28,충청남도 천안시 동남구 수곡2길 17-17 (신방동),영업중,13,53,01,0414152425,211248.500179025    ,365505.583954411    ,충청남도 천안시 동남구 신방동 67번지,2018-08-05,2018-08-06 10:34:08
4490000,PHMD120184490260084000012,2018-08-28,,휴업,,2025-03-21,2027-03-21,,31151,대학정문약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 순천향6길 38, 옛골호두과자 1층 (봉명동)",휴업,02,36,02,0415722022,212011.132042888    ,366702.837647681    ,충청남도 천안시 동남구 봉명동 222-5 옛골호두과자,2018-08-28,2026-04-21 14:15:36
4490000,PHMD120184490260084000013,2018-09-18,,영업/정상,,,,,31194,천안부광약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 충절로 276, 부광약국 (구성동)",영업중,13,143,01,0415676770,214168.786637967    ,365879.946417582    ,충청남도 천안시 동남구 구성동 311번지 2호 부광약국,2018-09-18,2023-11-30 09:24:21
4490000,PHMD120184490260084000014,2018-09-27,,영업/정상,,,,,31217,풍세서울약국,I,2026-05-02 22:31:28,충청남도 천안시 동남구 풍세면 풍년길 46-1,영업중,13,22,01,0415518002,210597.859727739    ,357901.448433732    ,충청남도 천안시 동남구 풍세면 풍서리 387번지,2018-09-27,2020-08-12 13:53:23
4490000,PHMD120184490260084000015,2018-10-23,,영업/정상,,,,,31129,사직천안종합약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 사직로 6, 1동 1층 (사직동)",영업중,13,50,01,0415228290,213292.107477936    ,366585.788928089    ,충청남도 천안시 동남구 사직동 190번지 6호,2018-10-23,2018-10-29 14:37:33
4490000,PHMD120184490261084000003,2018-03-12,,영업/정상,,,,,31104,새싹약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 봉정로 324, 근린생활시설 B동 106호 (두정동, 두정역 효성해링턴 플레이스)",영업중,13,36,01,0415576681,213128.40798998     ,369883.458655112    ,충청남도 천안시 서북구 두정동 2078 두정역 효성해링턴 플레이스,2018-03-12,2024-09-13 09:32:20
4490000,PHMD120184490261084000004,2018-04-30,,영업/정상,,,,,31108,하늘조은약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 동서대로 119 (성정동),영업중,13,42,01,0415791001,212116.464127186    ,369446.745784719    ,충청남도 천안시 서북구 성정동 1263번지,2018-04-30,2019-09-17 17:46:38
4490000,PHMD120184490261084000005,2018-05-09,,영업/정상,,,,,31097,리튼약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 백석로 93, 리튼빌딩 1층 (백석동)",영업중,13,57,01,0415238838,210817.669332117    ,369170.834702903    ,충청남도 천안시 서북구 백석동 147번지 2호 리튼빌딩,2018-05-09,2018-05-10 18:00:53
4490000,PHMD120184490261084000007,2018-05-28,,영업/정상,,,,,31106,두정제일약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 두정로 202, 리즈앤마리안클리닉센터 (두정동)",영업중,13,100,01,0415518807,212356.824246827    ,370229.920748707    ,충청남도 천안시 서북구 두정동 1288번지 리즈앤마리안클리닉센터,2018-05-28,2025-04-02 15:40:34
4490000,PHMD120034490042084000010,2003-06-16,,영업/정상,,,,,31145,조은약국,I,2026-05-02 22:31:23,"충청남도 천안시 동남구 봉정로 64, 1층 (봉명동)",영업중,13,32,01,,212462.486814987    ,367388.735781154    ,충청남도 천안시 동남구 봉명동 48번지 2호,2003-06-16,2020-05-29 10:40:14
4490000,PHMD120034490042084000011,2003-06-24,,영업/정상,,,,,31055,입장제일약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 입장면 입장로 141,영업중,13,38,01,,219704.761431217    ,379173.652772652    ,충청남도 천안시 서북구 입장면 하장리 61번지 6호,2003-06-24,2020-03-12 14:56:20
4490000,PHMD120034490042084000012,2003-06-30,,영업/정상,,,,330-150,31071,건강백세약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 충절로 535-3, 1층 (삼룡동)",영업중,13,101,01,,215792.669917855    ,363931.713720957    ,충청남도 천안시 동남구 삼룡동 42번지 11호,2003-06-30,2022-09-26 09:44:44
4490000,PHMD120034490042084000014,2003-08-25,,영업/정상,,,,,31120,백제약국,I,2026-05-02 22:31:23,"충청남도 천안시 동남구 만남로 13 (신부동, 태현빌딩)",영업중,13,85,01,,213649.001162816    ,368637.14624145     ,충청남도 천안시 동남구 신부동 363번지 13호,2003-08-25,2015-12-22 18:08:21
4490000,PHMD120034490042084000017,2003-09-01,,영업/정상,,,,,31176,충청약국,I,2026-05-02 22:31:23,"충청남도 천안시 동남구 서부대로 227 (신방동, 예은빌딩)",영업중,13,55,01,,211400.212489436    ,365255.164763575    ,충청남도 천안시 동남구 신방동 47번지 7호,2003-09-01,2015-12-22 18:07:44
4490000,PHMD120034490042084000019,2003-09-29,,영업/정상,,,,,31243,샬롬약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 북면 충절로 1304 (서광철물),영업중,13,42,01,,222423.706938116    ,363177.527125756    ,충청남도 천안시 동남구 북면 연춘리 112번지 2호,2003-09-29,2015-12-22 18:07:00
